mId;veiID;dt;lat;lon;vel;mun;uf;via
173498775295;548321;2026-02-25T10:34:09-03:00;-8.2758;-34.9948;0;CABO DE SANTO AGOSTINHO;PE;Próx. PE-009
173498776657;373877;2026-02-25T10:34:24-03:00;-20.6023;-44.7177;77;CARMÓPOLIS DE MINAS;MG;Rodovia Fernão Dias
173498777955;478987;2026-02-25T10:34:22-03:00;-23.4922;-46.558;0;GUARULHOS;SP;Próx. Rua Olavo Bilac
173498779394;548321;2026-02-25T10:33:27-03:00;-8.2758;-34.9948;0;CABO DE SANTO AGOSTINHO;PE;Próx. PE-009
173498779671;373877;2026-02-25T10:34:24-03:00;-20.6023;-44.7177;77;CARMÓPOLIS DE MINAS;MG;Rodovia Fernão Dias
173498779802;475971;2026-02-25T10:34:32-03:00;-23.0355;-46.7333;0;ITATIBA;SP;Próx. Rua Antônio Gilberto Frediani
173498784380;498872;2026-02-25T10:34:35-03:00;-23.278;-47.8206;87;TATUÍ;SP;Rodovia Presidente Castelo Branco
173498784493;313628;2026-02-25T10:34:34-03:00;-22.9897;-46.8011;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173498785034;548321;2026-02-25T10:33:34-03:00;-8.2758;-34.9948;0;CABO DE SANTO AGOSTINHO;PE;Próx. PE-009
173498785777;514349;2026-02-25T10:34:35-03:00;-20.2857;-44.4351;0;RIO MANSO;MG;Próx. Rodovia Fernão Dias
173498786499;470266;2026-02-25T10:34:35-03:00;-22.9669;-45.4317;0;PINDAMONHANGABA;SP;Próx. Rodovia Presidente Dutra
173498790168;498872;2026-02-25T10:34:39-03:00;-23.2783;-47.8197;87;TATUÍ;SP;Rodovia Presidente Castelo Branco
173498790242;548321;2026-02-25T10:34:13-03:00;-8.2758;-34.9948;0;CABO DE SANTO AGOSTINHO;PE;Próx. PE-009
173498793827;516640;2026-02-25T10:34:15-03:00;-29.6514;-50.1188;69;MAQUINÉ;RS;BR-101
173498800906;99407;2026-02-25T10:34:50-03:00;-22.4918;-47.3997;0;CORDEIRÓPOLIS;SP;Próx. Rodovia Anhanguera
173498801354;373877;2026-02-25T10:34:55-03:00;-20.6005;-44.7122;78;CARMÓPOLIS DE MINAS;MG;Rodovia Fernão Dias
173498803506;476025;2026-02-25T10:35:03-03:00;-22.9947;-46.7897;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173498809736;548332;2026-02-25T10:35:08-03:00;-23.4269;-46.3896;0;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173498810458;593867;2026-02-25T10:34:46-03:00;-18.4977;-44.4536;74;CORINTO;MG;BR-135
173501078637;513660;2026-02-25T11:21:36-03:00;-8.2761;-34.9947;0;CABO DE SANTO AGOSTINHO;PE;Próx. PE-009
173501080096;93935;2026-02-24T18:15:54-03:00;-20.8806;-47.8979;73;SALES OLIVEIRA;SP;Rodovia Anhanguera
173501080097;597976;2026-02-25T11:21:40-03:00;-23.6021;-46.94;76;COTIA;SP;Rodovia Raposo Tavares
173501080967;272113;2026-02-25T11:21:44-03:00;-19.7171;-44.1583;67;ESMERALDAS;MG;BR-135
173501081990;548332;2026-02-25T11:21:37-03:00;-23.4269;-46.3896;0;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501087919;232270;2026-02-25T11:21:48-03:00;-22.9947;-46.7896;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501088460;597976;2026-02-25T11:21:52-03:00;-23.6032;-46.9421;77;COTIA;SP;Rodovia Raposo Tavares
173501091549;516640;2026-02-25T11:21:56-03:00;-29.8873;-50.4542;63;SANTO ANTÔNIO DA PATRULHA;RS;Free Way
173501092810;548332;2026-02-25T11:21:53-03:00;-23.4269;-46.3896;0;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501094560;125429;2026-02-25T11:22:03-03:00;-22.4921;-47.3997;0;CORDEIRÓPOLIS;SP;Próx. Rodovia Anhanguera
173501097060;373877;2026-02-25T11:21:37-03:00;-20.2552;-44.4147;76;RIO MANSO;MG;Próx. Rodovia Fernão Dias
173501097664;478987;2026-02-25T11:22:00-03:00;-23.4637;-46.4665;0;GUARULHOS;SP;Próx. Avenida Lindomar Gomes de Oliveira
173501101461;514901;2026-02-25T11:21:38-03:00;-22.9872;-46.8042;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501104108;514901;2026-02-25T11:21:49-03:00;-22.9872;-46.8042;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501105343;373877;2026-02-25T11:21:56-03:00;-20.2529;-44.4117;76;ITATIAIUÇU;MG;Rodovia Fernão Dias
173501105474;477048;2026-02-25T11:22:14-03:00;-22.9947;-46.7898;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501107102;236061;2026-02-25T11:22:15-03:00;-22.9877;-46.8455;0;ITATIBA;SP;Rua Regina Regagnin Piovani
173501107504;593867;2026-02-25T11:22:12-03:00;-18.1229;-44.2847;0;AUGUSTO DE LIMA;MG;Próx. BR-135
173501107775;373877;2026-02-25T11:21:57-03:00;-20.2529;-44.4117;76;ITATIAIUÇU;MG;Rodovia Fernão Dias
173501110356;514901;2026-02-25T11:22:12-03:00;-22.9871;-46.8043;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501113023;471939;2026-02-25T11:21:52-03:00;-23.4269;-46.3893;0;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501113122;99519;2026-02-25T11:21:37-03:00;-23.3436;-46.8409;0;CAJAMAR;SP;Próx. Avenida Jordano Mendes
173501114039;600123;2026-02-25T11:22:21-03:00;-23.2229;-47.3011;0;SALTO;SP;Próx. Rodovia Convenção Republicana
173501116687;514349;2026-02-25T11:20:28-03:00;-20.3219;-44.4565;66;ITAGUARA;MG;Rodovia Fernão Dias
173501117134;526684;2026-02-25T11:22:18-03:00;-23.6697;-46.712;0;SÃO PAULO;SP;Avenida Atlântica
173501117869;477750;2026-02-25T11:22:16-03:00;-23.6437;-46.3913;73;RIBEIRÃO PIRES;SP;Rodoanel Mário Covas
173501119619;514349;2026-02-25T11:20:30-03:00;-20.3222;-44.4566;66;ITAGUARA;MG;Rodovia Fernão Dias
173501121352;477750;2026-02-25T11:22:22-03:00;-23.6428;-46.3906;76;RIBEIRÃO PIRES;SP;Rodoanel Mário Covas
173501122504;498872;2026-02-25T11:22:34-03:00;-23.2753;-47.3267;87;ITU;SP;Rodovia do Açúcar
173501123127;373877;2026-02-25T11:22:31-03:00;-20.2464;-44.4119;78;ITATIAIUÇU;MG;Rodovia Fernão Dias
173501123670;514901;2026-02-25T11:22:45-03:00;-22.9872;-46.8043;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501123695;272113;2026-02-25T11:22:35-03:00;-19.7257;-44.1543;77;ESMERALDAS;MG;BR-135
173501125016;498872;2026-02-25T11:21:13-03:00;-23.2927;-47.3304;74;ITU;SP;Rodovia do Açúcar
173501127179;514349;2026-02-25T11:20:36-03:00;-20.3232;-44.4568;67;ITAGUARA;MG;Rodovia Fernão Dias
173501128020;498872;2026-02-25T11:19:53-03:00;-23.3089;-47.3309;87;ITU;SP;Rodovia do Açúcar
173501132797;514349;2026-02-25T11:21:20-03:00;-20.3295;-44.4538;65;ITAGUARA;MG;Rodovia Fernão Dias
173501133284;498872;2026-02-25T11:20:08-03:00;-23.3057;-47.3317;87;ITU;SP;Rodovia do Açúcar
173501135501;514349;2026-02-25T11:21:22-03:00;-20.3297;-44.4536;64;ITAGUARA;MG;Rodovia Fernão Dias
173501136081;470167;2026-02-25T11:22:42-03:00;-22.9945;-46.7898;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501138441;93958;2026-02-25T11:22:50-03:00;-22.4905;-47.4022;0;CORDEIRÓPOLIS;SP;Próx. Rodovia Anhanguera
173501139795;548332;2026-02-25T11:22:50-03:00;-23.4269;-46.3898;1;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501140213;270998;2026-02-25T11:22:54-03:00;-23.4657;-46.5017;18;GUARULHOS;SP;Rodovia Presidente Dutra
173501140891;272113;2026-02-25T11:22:55-03:00;-19.729;-44.1531;66;ESMERALDAS;MG;BR-135
173501143879;514349;2026-02-25T11:21:36-03:00;-20.3313;-44.4518;70;ITAGUARA;MG;Rodovia Fernão Dias
173501147236;498872;2026-02-25T11:20:23-03:00;-23.3025;-47.332;87;ITU;SP;Rodovia do Açúcar
173501148824;514349;2026-02-25T11:22:12-03:00;-20.3354;-44.4471;67;ITAGUARA;MG;Rodovia Fernão Dias
173501149346;526684;2026-02-25T11:22:58-03:00;-23.6694;-46.712;0;SÃO PAULO;SP;Avenida Atlântica
173501149592;475417;2026-02-25T11:23:07-03:00;-22.9947;-46.7897;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501151815;514349;2026-02-25T11:22:14-03:00;-20.3357;-44.4468;68;ITAGUARA;MG;Rodovia Fernão Dias
173501152230;272113;2026-02-25T11:23:09-03:00;-19.7312;-44.1522;73;ESMERALDAS;MG;BR-135
173501153555;498872;2026-02-25T11:20:33-03:00;-23.3003;-47.3319;87;ITU;SP;Rodovia do Açúcar
173501154730;237007;2026-02-25T11:23:07-03:00;-22.3917;-46.9454;0;MOGI GUAÇU;SP;Próx. Avenida Mogi Mirim
173501155241;607111;2026-02-25T11:23:17-03:00;-23.6092;-46.8389;0;COTIA;SP;Rua Howard Archibaldi Acheson Júnior
173501155602;601801;2026-02-25T11:23:16-03:00;-22.9946;-46.7898;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501156025;600123;2026-02-25T11:23:09-03:00;-23.2229;-47.3011;0;SALTO;SP;Próx. Rodovia Convenção Republicana
173501159512;498872;2026-02-25T11:20:38-03:00;-23.2992;-47.3317;87;ITU;SP;Rodovia do Açúcar
173501160282;93935;2026-02-25T11:22:25-03:00;-23.2843;-46.5893;61;MAIRIPORÃ;SP;Rodovia Fernão Dias
173501163928;498872;2026-02-25T11:21:25-03:00;-23.2901;-47.3298;87;ITU;SP;Rodovia do Açúcar
173501168835;498872;2026-02-25T11:21:52-03:00;-23.2843;-47.3286;87;ITU;SP;Rodovia do Açúcar
173501170020;564824;2026-02-25T11:23:14-03:00;-22.9946;-46.7897;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501173290;590994;2026-02-25T11:23:40-03:00;-20.1698;-40.2041;0;SERRA;ES;Próx. Rua Projetada Três
173501173565;498872;2026-02-25T11:21:57-03:00;-23.2833;-47.3284;87;ITU;SP;Rodovia do Açúcar
173501175548;598495;2026-02-25T11:23:37-03:00;-22.9879;-46.8478;0;ITATIBA;SP;Rua Assad Antônio Nazar
173501177974;548332;2026-02-25T11:23:41-03:00;-23.4269;-46.3895;0;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501178665;93958;2026-02-25T11:23:39-03:00;-22.4905;-47.4022;0;CORDEIRÓPOLIS;SP;Próx. Rodovia Anhanguera
173501182827;473398;2026-02-25T11:23:54-03:00;-22.9943;-46.7897;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501182953;373877;2026-02-25T11:23:50-03:00;-20.2351;-44.405;75;ITATIAIUÇU;MG;Rodovia Fernão Dias
173501185219;247319;2026-02-25T11:23:54-03:00;-22.9945;-46.7902;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501187318;498872;2026-02-25T11:22:07-03:00;-23.2811;-47.328;87;ITU;SP;Rodovia do Açúcar
173501187658;512788;2026-02-25T11:23:52-03:00;-23.4271;-46.3898;0;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501191557;599704;2026-02-25T11:23:58-03:00;-23.4156;-47.4243;0;SOROCABA;SP;Próx. Avenida Pirelli
173501194220;125359;2026-02-25T11:23:39-03:00;-23.4271;-46.3903;0;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501195324;548332;2026-02-25T11:24:03-03:00;-23.4269;-46.3895;1;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501200405;564553;2026-02-25T11:23:56-03:00;-22.9358;-46.8767;0;VALINHOS;SP;Próx. Rodovia Dom Pedro I
173501201893;99407;2026-02-25T11:24:07-03:00;-22.4904;-47.4023;0;CORDEIRÓPOLIS;SP;Próx. Rodovia Anhanguera
173501203457;498872;2026-02-25T11:22:22-03:00;-23.2779;-47.3273;87;ITU;SP;Rodovia do Açúcar
173501203720;539116;2026-02-25T11:24:14-03:00;-23.4269;-46.3893;0;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501204161;476419;2026-02-25T11:23:31-03:00;-23.0341;-46.7332;0;ITATIBA;SP;Próx. Rua Adelina Piffer Tega
173501206692;548332;2026-02-25T11:24:13-03:00;-23.4269;-46.3895;2;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501209716;498872;2026-02-25T11:22:54-03:00;-23.2711;-47.3258;87;ITU;SP;Rodovia do Açúcar
173501212600;514349;2026-02-25T11:22:24-03:00;-20.3368;-44.4453;70;ITAGUARA;MG;Próx. Rodovia Fernão Dias
173501216684;93935;2026-02-25T11:24:24-03:00;-23.2921;-46.5785;59;MAIRIPORÃ;SP;Rodovia Fernão Dias
173501217166;475971;2026-02-25T11:24:32-03:00;-23.0355;-46.7333;0;ITATIBA;SP;Próx. Rua Antônio Gilberto Frediani
173501217849;313628;2026-02-25T11:24:33-03:00;-22.9913;-46.7963;75;ITATIBA;SP;Rodovia Dom Pedro I
173501218104;498872;2026-02-25T11:23:59-03:00;-23.2575;-47.3219;87;ITU;SP;30A
173501218882;514349;2026-02-25T11:22:45-03:00;-20.3388;-44.4419;75;ITAGUARA;MG;Rodovia Fernão Dias
173501221650;514349;2026-02-25T11:22:51-03:00;-20.3398;-44.4415;77;ITAGUARA;MG;Rodovia Fernão Dias
173501224015;498872;2026-02-25T11:24:18-03:00;-23.2536;-47.3203;87;ITU;SP;Rodovia Santos Dumont
173501224949;470266;2026-02-25T11:24:35-03:00;-22.9668;-45.4317;0;PINDAMONHANGABA;SP;Próx. Rodovia Presidente Dutra
173501225549;93935;2026-02-25T11:22:25-03:00;-23.2844;-46.5895;61;MAIRIPORÃ;SP;Rodovia Fernão Dias
173501226138;551549;2026-02-25T11:24:44-03:00;-25.4827;-49.3482;73;CURITIBA;PR;Avenida Juscelino Kubitschek de Oliveira
173501228857;498872;2026-02-25T11:24:33-03:00;-23.2505;-47.319;87;ITU;SP;Rodovia Santos Dumont
173501233637;99407;2026-02-25T11:24:46-03:00;-22.4904;-47.4023;0;CORDEIRÓPOLIS;SP;Próx. Rodovia Anhanguera
173501235731;93935;2026-02-24T18:16:13-03:00;-20.8838;-47.8975;69;SALES OLIVEIRA;SP;Rodovia Anhanguera
173501237297;498872;2026-02-25T11:24:59-03:00;-23.2454;-47.3168;87;ITU;SP;Rodovia Santos Dumont
173501238512;476025;2026-02-25T11:25:03-03:00;-22.9948;-46.7897;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501243010;373877;2026-02-25T11:25:03-03:00;-20.2264;-44.3952;77;ITATIAIUÇU;MG;Próx. Rodovia Fernão Dias
173501243214;471939;2026-02-25T11:24:56-03:00;-23.427;-46.3893;0;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501243692;599704;2026-02-25T11:24:38-03:00;-23.4156;-47.4243;0;SOROCABA;SP;Próx. Avenida Pirelli
173501244673;548332;2026-02-25T11:25:05-03:00;-23.4269;-46.3894;0;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501245881;373877;2026-02-25T11:25:04-03:00;-20.2264;-44.3952;77;ITATIAIUÇU;MG;Próx. Rodovia Fernão Dias
173501248659;548332;2026-02-25T11:25:08-03:00;-23.4269;-46.3894;0;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501249237;93935;2026-02-24T18:16:26-03:00;-20.886;-47.8968;69;SALES OLIVEIRA;SP;Rodovia Anhanguera
173501249911;373564;2026-02-25T11:25:16-03:00;-23.427;-46.3896;0;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501251557;516069;2026-02-25T11:25:13-03:00;-23.4271;-46.3897;0;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501252033;536576;2026-02-25T11:25:15-03:00;-23.745;-46.5553;0;SÃO BERNARDO DO CAMPO;SP;Próx. Avenida Nicola Demarchi
173501253760;512704;2026-02-25T11:25:20-03:00;-8.2755;-34.9947;0;CABO DE SANTO AGOSTINHO;PE;Próx. PE-009
173501256744;374271;2026-02-25T11:25:21-03:00;-22.9943;-46.7899;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501257949;474689;2026-02-25T11:25:25-03:00;-22.5546;-45.7713;0;PARAISÓPOLIS;MG;Próx. Avenida José Pereira de Souza Dias
173501259593;369657;2026-02-25T11:25:28-03:00;-8.2762;-34.998;0;CABO DE SANTO AGOSTINHO;PE;Próx. PE-009
173501259974;270998;2026-02-25T11:25:26-03:00;-23.468;-46.5083;42;GUARULHOS;SP;Rodovia Presidente Dutra
173501260228;596786;2026-02-25T11:25:23-03:00;-22.9948;-46.7896;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501261616;477750;2026-02-25T11:25:04-03:00;-23.6235;-46.3683;76;SUZANO;SP;Rodoanel Mário Covas
173501262245;99407;2026-02-25T11:25:22-03:00;-22.4904;-47.4023;0;CORDEIRÓPOLIS;SP;Próx. Rodovia Anhanguera
173501263370;551549;2026-02-25T11:25:34-03:00;-25.4723;-49.3531;76;CURITIBA;PR;Rodovia Henrique Herwig
173501264595;596469;2026-02-25T11:25:38-03:00;-22.93;-46.9169;81;VALINHOS;SP;Rodovia Dom Pedro I
173501266377;478987;2026-02-25T11:25:29-03:00;-23.4637;-46.4665;0;GUARULHOS;SP;Próx. Avenida Lindomar Gomes de Oliveira
173501269138;473878;2026-02-25T11:25:35-03:00;-22.9942;-46.7901;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501269343;313628;2026-02-25T11:25:42-03:00;-22.9867;-46.8089;72;ITATIBA;SP;Rodovia Dom Pedro I
173501269464;590962;2026-02-25T11:25:37-03:00;-22.4905;-47.4017;0;CORDEIRÓPOLIS;SP;Próx. Rodovia Anhanguera
173501269476;368968;2026-02-25T11:25:41-03:00;-23.0134;-46.8314;0;ITATIBA;SP;Avenida Alexandre José Barbosa
173501275082;369267;2026-02-25T11:25:01-03:00;-22.4905;-47.4017;0;CORDEIRÓPOLIS;SP;Próx. Rodovia Anhanguera
173501276570;536079;2026-02-25T11:25:06-03:00;-22.7576;-47.4632;0;SANTA BÁRBARA D'OESTE;SP;Próx. Rodovia Luiz de Queiroz
173501277012;471939;2026-02-25T11:25:32-03:00;-23.427;-46.3893;0;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501277572;548321;2026-02-25T11:25:39-03:00;-8.2756;-34.9948;0;CABO DE SANTO AGOSTINHO;PE;Próx. PE-009
173501279536;313628;2026-02-25T11:25:52-03:00;-22.9864;-46.8111;75;ITATIBA;SP;Rodovia Dom Pedro I
173501281390;600362;2026-02-25T11:25:52-03:00;-22.9946;-46.7899;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501282689;514901;2026-02-25T11:26:05-03:00;-22.9872;-46.8043;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501321354;514349;2026-02-25T11:23:23-03:00;-20.3453;-44.4413;71;ITAGUARA;MG;Rodovia Fernão Dias
173501322148;516640;2026-02-25T11:26:20-03:00;-29.8801;-50.5056;76;SANTO ANTÔNIO DA PATRULHA;RS;Free Way
173501323630;514349;2026-02-25T11:23:28-03:00;-20.3462;-44.4418;79;ITAGUARA;MG;Rodovia Fernão Dias
173501324150;93935;2026-02-24T18:20:50-03:00;-20.9323;-47.8828;70;JARDINÓPOLIS;SP;Via Anhanguera
173501325736;498872;2026-02-25T11:26:50-03:00;-23.2311;-47.3034;87;ITU;SP;Rodovia Eng. Herculano de Godoy Passos
173501327472;548332;2026-02-25T11:26:21-03:00;-23.4269;-46.3893;3;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501327698;232270;2026-02-25T11:26:48-03:00;-22.9947;-46.7896;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501328143;514349;2026-02-25T11:23:37-03:00;-20.3476;-44.443;77;ITAGUARA;MG;Rodovia Fernão Dias
173501328186;237007;2026-02-25T11:26:47-03:00;-22.3953;-46.9463;0;MOGI GUAÇU;SP;Rua Domingos Sinico
173501328254;99407;2026-02-25T11:26:45-03:00;-22.4905;-47.4023;0;CORDEIRÓPOLIS;SP;Próx. Rodovia Anhanguera
173501330278;93958;2026-02-25T11:26:51-03:00;-22.4905;-47.4023;0;CORDEIRÓPOLIS;SP;Próx. Rodovia Anhanguera
173501331579;498872;2026-02-25T11:26:53-03:00;-23.2312;-47.3027;87;ITU;SP;Rodovia Eng. Herculano de Godoy Passos
173501331830;471939;2026-02-25T11:26:16-03:00;-23.427;-46.3893;-1;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501332843;516640;2026-02-25T11:26:56-03:00;-29.8801;-50.5131;74;SANTO ANTÔNIO DA PATRULHA;RS;Free Way
173501333893;548332;2026-02-25T11:26:36-03:00;-23.4269;-46.3893;2;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501334985;93958;2026-02-25T11:26:57-03:00;-22.4904;-47.4023;0;CORDEIRÓPOLIS;SP;Próx. Rodovia Anhanguera
173501335051;514349;2026-02-25T11:24:24-03:00;-20.3525;-44.4496;64;ITAGUARA;MG;Rodovia Fernão Dias
173501335308;125429;2026-02-25T11:27:03-03:00;-22.4921;-47.3997;0;CORDEIRÓPOLIS;SP;Próx. Rodovia Anhanguera
173501337298;478987;2026-02-25T11:27:00-03:00;-23.4637;-46.4665;0;GUARULHOS;SP;Próx. Avenida Lindomar Gomes de Oliveira
173501339694;514349;2026-02-25T11:25:16-03:00;-20.3565;-44.4585;71;ITAGUARA;MG;Rodovia Fernão Dias
173501342256;99407;2026-02-25T11:27:03-03:00;-22.4905;-47.4023;0;CORDEIRÓPOLIS;SP;Próx. Rodovia Anhanguera
173501344424;272113;2026-02-25T11:27:13-03:00;-19.7676;-44.1288;77;RIBEIRÃO DAS NEVES;MG;Rua Coronel Ary Pinho
173501346018;477048;2026-02-25T11:27:14-03:00;-22.9947;-46.7899;0;ITATIBA;SP;Próx. Rodovia Dom Pedro I
173501348128;593867;2026-02-25T11:27:12-03:00;-18.1229;-44.2847;0;AUGUSTO DE LIMA;MG;Próx. BR-135
173501350614;477750;2026-02-25T11:27:16-03:00;-23.6042;-46.3539;67;SUZANO;SP;Rodoanel Mário Covas
173501350639;548332;2026-02-25T11:27:15-03:00;-23.4269;-46.3892;0;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501352958;93958;2026-02-25T11:27:18-03:00;-22.4903;-47.4024;0;CORDEIRÓPOLIS;SP;Próx. Rodovia Anhanguera
173501353145;99519;2026-02-25T11:26:37-03:00;-23.3436;-46.8409;0;CAJAMAR;SP;Próx. Avenida Jordano Mendes
173501354935;600123;2026-02-25T11:27:21-03:00;-23.2229;-47.3011;0;SALTO;SP;Próx. Rodovia Convenção Republicana
173501357483;548332;2026-02-25T11:27:15-03:00;-23.4269;-46.3892;0;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501357486;548332;2026-02-25T11:27:15-03:00;-23.4269;-46.3892;0;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
173501357950;471939;2026-02-25T11:26:35-03:00;-23.427;-46.3893;0;GUARULHOS;SP;Próx. Avenida Amâncio Gaiolli
